date,modal_price
2004-11-18,300.0
2004-11-19,250.0
2004-11-20,300.0
2004-11-21,250.0
2004-11-22,250.0
2004-11-23,250.0
2004-11-24,250.0
2004-11-25,250.0
2004-11-26,300.0
2004-11-27,200.0
2004-11-28,300.0
2004-11-29,200.0
2004-11-30,300.0
2004-12-01,200.0
2004-12-02,200.0
2004-12-03,200.0
2004-12-04,250.0
2004-12-05,300.0
2004-12-06,200.0
2004-12-07,200.0
2004-12-08,208.74999765624852
2004-12-09,225.0
2004-12-10,241.25000234375148
2004-12-11,250.0
2004-12-12,250.0
2004-12-13,250.0
2004-12-14,175.0
2004-12-15,250.0
2004-12-16,200.0
2004-12-17,250.0
2004-12-18,225.0
2004-12-19,200.0
2004-12-20,190.9090908892562
2004-12-21,200.0
2004-12-22,250.0
2004-12-23,200.0
2004-12-24,200.0
2004-12-25,250.0
2004-12-26,250.0
2004-12-27,250.0
2004-12-28,200.0
2004-12-29,200.0
2004-12-30,200.0
2004-12-31,200.0
2005-01-01,200.0
2005-01-02,200.0
2005-01-03,250.0
2005-01-04,250.0
2005-01-05,150.0
2005-01-06,200.0
2005-01-07,200.0
2005-01-08,200.0
2005-01-09,200.0
2005-01-10,200.0
2005-01-11,200.0
2005-01-12,150.0
2005-01-13,200.0
2005-01-14,200.0
2005-01-15,200.0
2005-01-16,200.0
2005-01-17,200.0
2005-01-18,150.0
2005-01-19,150.0
2005-01-20,150.0
2005-01-21,200.0
2005-01-22,130.0
2005-01-23,150.0
2005-01-24,200.0
2005-01-25,200.0
2005-01-26,200.0
2005-01-27,200.0
2005-01-28,150.0
2005-01-29,150.0
2005-01-30,150.0
2005-01-31,150.0
2005-02-01,200.0
2005-02-02,200.0
2005-02-03,200.0
2005-02-04,200.0
2005-02-05,200.0
2005-02-06,200.0
2005-02-07,200.0
2005-02-08,200.0
2005-02-09,200.0
2005-02-10,150.0
2005-02-11,200.0
2005-02-12,200.0
2005-02-13,200.0
2005-02-14,200.0
2005-02-15,200.0
2005-02-16,200.0
2005-02-17,200.0
2005-02-18,200.0
2005-02-19,200.0
2005-02-20,200.0
2005-02-21,200.0
2005-02-22,200.0
2005-02-23,200.0
2005-02-24,200.0
2005-02-25,500.0
2005-02-26,250.0
2005-02-27,275.0
2005-02-28,300.0
2005-03-01,200.0
2005-03-02,200.0
2005-03-03,200.0
2005-03-04,200.0
2005-03-05,200.0
2005-03-06,200.0
2005-03-07,250.0
2005-03-08,300.0
2005-03-09,200.0
2005-03-10,200.0
2005-03-11,180.0
2005-03-12,200.0
2005-03-13,180.0
2005-03-14,200.0
2005-03-15,200.0
2005-03-16,200.0
2005-03-17,200.0
2005-03-18,200.0
2005-03-19,250.0
2005-03-20,250.0
2005-03-21,200.0
2005-03-22,200.0
2005-03-23,200.0
2005-03-24,150.0
2005-03-25,150.0
2005-03-26,150.0
2005-03-27,200.0
2005-03-28,130.0
2005-03-29,200.0
2005-03-30,200.0
2005-03-31,200.0
2005-04-01,200.0
2005-04-02,225.0
2005-04-03,200.0
2005-04-04,200.0
2005-04-05,200.0
2005-04-06,180.0
2005-04-07,200.0
2005-04-08,200.0
2005-04-09,200.0
2005-04-10,200.0
2005-04-11,200.0
2005-04-12,250.0
2005-04-13,250.0
2005-04-14,200.0
2005-04-15,200.0
2005-04-16,180.0
2005-04-17,200.0
2005-04-18,200.0
2005-04-19,200.0
2005-04-20,250.0
2005-04-21,200.0
2005-04-22,200.0
2005-04-23,200.0
2005-04-24,200.0
2005-04-25,225.0
2005-04-26,250.0
2005-04-27,250.0
2005-04-28,250.0
2005-04-29,200.0
2005-04-30,250.0
2005-05-01,175.0
2005-05-02,200.0
2005-05-03,200.0
2005-05-04,250.0
2005-05-05,250.0
2005-05-06,250.0
2005-05-07,250.0
2005-05-08,200.0
2005-05-09,450.0
2005-05-10,200.0
2005-05-11,200.0
2005-05-12,200.0
2005-05-13,239.9999982222219
2005-05-14,312.5000027777784
2005-05-15,350.0
2005-05-16,300.0
2005-05-17,300.0
2005-05-18,300.0
2005-05-19,300.0
2005-05-20,500.0
2005-05-21,500.0
2005-05-22,500.0
2005-05-23,400.0
2005-05-24,450.0
2005-05-25,500.0
2005-05-26,400.0
2005-05-27,400.0
2005-05-28,400.0
2005-05-29,400.0
2005-05-30,400.0
2005-05-31,400.0
2005-06-01,400.0
2005-06-02,400.0
2005-06-03,400.0
2005-06-04,400.0
2005-06-05,400.0
2005-06-06,400.0
2005-06-07,400.0
2005-06-08,400.0
2005-06-09,400.0
2005-06-10,400.0
2005-06-11,400.0
2005-06-12,400.0
2005-06-13,400.0
2005-06-14,400.0
2005-06-15,300.0
2005-06-16,350.0
2005-06-17,400.0
2005-06-18,350.0
2005-06-19,300.0
2005-06-20,300.0
2005-06-21,400.0
2005-06-22,350.0
2005-06-23,350.0
2005-06-24,350.0
2005-06-25,350.0
2005-06-26,300.0
2005-06-27,300.0
2005-06-28,300.0
2005-06-29,300.0
2005-06-30,350.0
2005-07-01,300.0
2005-07-02,325.0
2005-07-03,350.0
2005-07-04,300.0
2005-07-05,400.0
2005-07-06,300.0
2005-07-07,300.0
2005-07-08,300.0
2005-07-09,300.0
2005-07-10,350.0
2005-07-11,400.0
2005-07-12,400.0
2005-07-13,350.0
2005-07-14,350.0
2005-07-15,400.0
2005-07-16,400.0
2005-07-17,300.0
2005-07-18,350.0
2005-07-19,400.0
2005-07-20,300.0
2005-07-21,300.0
2005-07-22,300.0
2005-07-23,200.0
2005-07-24,200.0
2005-07-25,250.0
2005-07-26,250.0
2005-07-27,250.0
2005-07-28,250.0
2005-07-29,250.0
2005-07-30,250.0
2005-07-31,250.0
